Date,County.Name,Partially.Vaccinated,Fully.Vaccinated,First.Booster.Dose,Second.Booster.Dose,Bivalent.Booster.1
2022-05-22,Wyoming,NA,5,6,7,NA
2022-05-23,Adams,11,11,35,100,NA
2021-04-08,Clarion,135,248,NA,NA,NA
2022-05-23,Armstrong,8,7,9,51,NA
2022-05-23,Beaver,26,23,29,100,NA
2022-05-23,Bedford,5,5,5,32,NA
2023-02-07,Lancaster,15,7,NA,NA,111
2022-05-23,Bradford,5,10,5,30,NA
2022-05-23,Bucks,106,165,216,658,NA
2021-02-19,Allegheny,3652,3682,NA,NA,NA
2023-05-08,Beaver,NA,1,NA,NA,10
2022-05-23,Cameron,1,2,NA,8,NA
2022-05-23,Carbon,5,8,12,49,NA
2022-05-23,Centre,12,21,32,178,NA
2021-01-08,Carbon,124,28,NA,NA,NA
2022-05-23,Clarion,1,3,2,16,NA
2022-01-10,Lehigh,461,241,1098,NA,NA
2021-01-03,Fayette,12,NA,NA,NA,NA
2022-05-23,Columbia,5,3,8,59,NA
2022-05-23,Crawford,7,12,12,42,NA
2023-05-23,Clinton,NA,NA,NA,NA,1
2022-05-23,Dauphin,39,43,64,234,NA
2022-07-07,Lehigh,37,17,61,154,NA
2022-05-23,Elk,3,1,6,15,NA
2022-05-23,Erie,42,47,63,182,NA
2022-05-23,Fayette,9,24,17,104,NA
2022-05-23,Forest,1,2,3,38,NA
2022-05-23,Franklin,13,12,25,121,NA
2022-05-23,Fulton,NA,NA,NA,4,NA
2022-05-23,Greene,3,5,2,15,NA
2021-08-22,Lehigh,127,129,19,NA,NA
2022-05-23,Jefferson,4,4,2,21,NA
2022-05-23,Juniata,3,1,1,20,NA
2021-12-29,Luzerne,463,220,963,NA,NA
2021-08-22,Montgomery,356,378,125,NA,NA
2022-05-23,Lawrence,8,14,15,41,NA
2022-05-23,Lebanon,12,15,23,129,NA
2021-11-13,Clinton,25,9,38,NA,NA
2022-04-16,Philadelphia,174,161,220,489,NA
2021-04-21,Pike,478,242,NA,NA,NA
2021-09-21,Lancaster,255,358,114,NA,NA
2022-05-23,Montour,4,4,3,39,NA
2021-08-19,Northampton,225,194,48,NA,NA
2022-05-23,Perry,4,9,15,31,NA
2021-04-05,Columbia,294,122,NA,NA,NA
2023-05-07,Erie,NA,NA,NA,NA,3
2022-05-23,Potter,2,3,3,2,NA
2022-05-23,Schuylkill,5,17,15,78,NA
2022-05-23,Somerset,7,7,8,21,NA
2022-05-23,Sullivan,NA,1,NA,11,NA
2022-05-23,Susquehanna,4,5,2,10,NA
2022-05-23,Tioga,2,4,5,31,NA
2021-11-24,Crawford,73,25,112,NA,NA
2022-05-23,Venango,4,8,2,24,NA
2022-05-23,Warren,10,5,9,23,NA
2022-05-23,Washington,19,31,40,151,NA
2022-05-23,Wayne,2,6,8,50,NA
2022-05-23,Wyoming,3,4,4,21,NA
2021-01-05,Centre,587,2,NA,NA,NA
2022-10-03,Dauphin,8,6,NA,NA,551
2022-05-24,Armstrong,6,7,7,29,NA
2021-11-30,Lackawanna,159,249,595,NA,NA
2022-07-08,Butler,53,16,35,122,NA
2022-05-24,Blair,13,12,21,61,NA
2022-04-12,Fayette,19,45,27,169,NA
2022-05-24,Cambria,27,17,18,88,NA
2022-05-24,Cameron,1,NA,NA,3,NA
2022-05-24,Carbon,5,4,9,39,NA
2021-04-25,Westmoreland,89,90,NA,NA,NA
2021-09-08,Fayette,106,94,17,NA,NA
2022-05-24,Clarion,2,2,4,8,NA
2022-05-24,Clearfield,9,12,6,74,NA
2022-05-24,Clinton,5,8,6,35,NA
2022-05-24,Columbia,10,3,11,61,NA
2021-03-07,Westmoreland,431,1194,NA,NA,NA
2021-08-03,Philadelphia,2282,1209,NA,NA,NA
2022-10-18,Fayette,8,3,NA,NA,276
2021-11-22,Adams,117,45,403,NA,NA
2022-05-24,Elk,2,2,5,15,NA
2023-02-27,Westmoreland,2,3,NA,NA,29
2022-05-24,Forest,NA,NA,NA,2,NA
2022-05-24,Franklin,13,11,32,102,NA
2022-05-24,Fulton,NA,NA,1,NA,NA
2022-05-24,Greene,5,4,10,22,NA
2021-09-22,Philadelphia,1452,1397,298,NA,NA
2022-05-24,Indiana,13,5,9,62,NA
2022-05-24,Jefferson,5,1,2,18,NA
2022-05-24,Juniata,3,1,1,6,NA
2022-05-24,Lackawanna,26,31,55,166,NA
2022-05-24,Lancaster,45,72,95,512,NA
2022-05-24,Lebanon,11,16,19,59,NA
2022-01-20,Greene,8,10,14,NA,NA
2021-11-23,Dauphin,444,120,740,NA,NA
2021-03-22,Butler,910,770,NA,NA,NA
2022-05-24,Mifflin,4,4,7,36,NA
2022-06-04,Beaver,4,11,18,38,NA
2021-05-03,Clinton,28,94,NA,NA,NA
2022-05-24,Montour,NA,5,8,14,NA
2021-08-08,Delaware,319,168,NA,NA,NA
2022-05-24,Northumberland,3,4,13,57,NA
2023-06-13,Westmoreland,NA,NA,NA,NA,17
2021-09-17,Philadelphia,1664,1807,331,1,NA
2022-05-24,Pike,8,14,8,36,NA
2022-05-24,Potter,2,1,1,4,NA
2022-05-24,Schuylkill,24,19,21,99,NA
2022-05-24,Somerset,8,7,11,38,NA
2022-05-24,Sullivan,2,NA,1,4,NA
2022-05-24,Susquehanna,4,6,4,17,NA
2022-05-24,Tioga,5,1,11,20,NA
2022-05-24,Union,4,2,15,42,NA
2022-05-24,Venango,4,9,8,35,NA
2022-05-24,Warren,4,3,5,43,NA
2021-02-21,Monroe,49,46,NA,NA,NA
2022-05-24,Wayne,9,8,12,37,NA
2022-05-24,Wyoming,2,5,3,19,NA
2021-02-02,Cambria,188,55,NA,NA,NA
2022-05-25,Adams,11,19,35,126,NA
2022-06-09,Cumberland,27,36,50,107,NA
2022-05-25,Armstrong,6,3,4,27,NA
2021-04-26,York,1389,1983,NA,NA,NA
2022-05-25,Bedford,2,5,4,11,NA
2022-05-25,Berks,47,67,88,258,NA
2022-05-25,Blair,16,16,32,117,NA
2022-05-25,Bradford,5,7,6,25,NA
2021-06-09,Schuylkill,113,267,NA,NA,NA
2021-03-04,Fayette,405,679,NA,NA,NA
2021-12-19,Blair,35,33,82,NA,NA
2022-05-25,Cameron,NA,NA,1,5,NA
2022-05-25,Carbon,4,4,5,33,NA
2021-11-27,Bucks,602,386,1150,NA,NA
2021-11-10,Philadelphia,2480,1207,4136,NA,NA
2022-05-25,Clarion,6,3,4,17,NA
2022-05-15,Carbon,2,1,2,11,NA
2022-05-25,Clinton,4,1,1,17,NA
2022-05-25,Columbia,6,6,14,75,NA
2022-05-25,Crawford,10,11,16,70,NA
2022-01-06,Westmoreland,245,180,659,NA,NA
2020-12-17,Philadelphia,1127,2,NA,NA,NA
2022-05-25,Elk,5,2,8,32,NA
2022-05-25,Fayette,34,20,22,77,NA
2022-05-25,Forest,3,1,1,38,NA
2022-05-07,Delaware,76,94,78,258,NA
2022-05-25,Fulton,NA,2,3,5,NA
2022-05-25,Greene,1,3,10,19,NA
2022-05-25,Indiana,11,4,12,31,NA
2022-05-25,Jefferson,1,2,3,12,NA
2022-07-25,Allegheny,322,278,231,621,NA
2022-05-25,Lawrence,7,16,6,18,NA
2022-05-21,Blair,8,7,4,16,NA
2023-06-14,Berks,NA,NA,NA,NA,24
2022-05-25,Lycoming,7,12,13,74,NA
2022-05-25,McKean,4,5,7,20,NA
2022-05-25,Mifflin,3,5,5,28,NA
2023-06-06,Lancaster,1,NA,NA,NA,33
2022-05-25,Montour,4,NA,21,25,NA
2022-01-24,Butler,55,73,123,NA,NA
2021-10-31,Chester,231,73,897,NA,NA
2022-05-25,Northumberland,11,8,8,57,NA
2022-05-25,Perry,2,11,7,38,NA
2022-10-07,Dauphin,15,20,2,NA,776
2022-05-25,Pike,10,11,9,20,NA
2022-05-25,Potter,3,6,4,8,NA
2021-01-28,Somerset,300,150,NA,NA,NA
2022-05-25,Snyder,1,3,1,19,NA
2022-05-25,Somerset,5,11,12,55,NA
2022-05-25,Sullivan,NA,4,2,NA,NA
2022-05-25,Tioga,4,2,8,23,NA
2022-05-25,Union,4,NA,8,30,NA
2022-05-25,Venango,4,4,12,27,NA
2022-05-25,Warren,5,8,12,68,NA
2022-11-01,Westmoreland,12,7,NA,NA,690
2022-05-25,Wayne,6,8,4,28,NA
2021-08-31,Adams,52,75,16,NA,NA
2022-05-25,Wyoming,4,3,3,22,NA
2022-01-14,Venango,22,15,46,NA,NA
2022-05-26,Adams,21,11,18,75,NA
2021-01-19,Dauphin,371,402,NA,NA,NA
2022-05-26,Armstrong,7,3,11,27,NA
2022-05-26,Beaver,18,15,31,78,NA
2021-10-11,Mercer,59,52,166,NA,NA
2022-05-26,Blair,11,23,22,65,NA
2022-05-26,Bradford,4,9,6,34,NA
2021-08-20,Erie,199,183,59,NA,NA
2021-05-07,Montgomery,2183,5836,NA,NA,NA
2022-05-26,Cambria,7,11,22,60,NA
2022-05-26,Cameron,NA,NA,NA,4,NA
2022-05-26,Carbon,8,5,10,34,NA
2022-05-26,Centre,14,15,52,100,NA
2021-07-22,Cumberland,158,160,NA,NA,NA
2022-05-26,Clarion,2,2,1,12,NA
2022-05-26,Clearfield,1,9,11,68,NA
2022-05-26,Clinton,6,8,5,35,NA
2022-05-26,Columbia,4,5,4,63,NA
2022-05-26,Crawford,9,6,7,26,NA
2021-02-18,Delaware,1168,600,NA,NA,NA
2022-05-12,Butler,14,20,32,80,NA
2021-11-07,Adams,29,14,48,NA,NA
2022-05-26,Elk,NA,2,1,14,NA
2022-05-26,Erie,31,53,61,182,NA
2022-05-26,Fayette,14,17,12,77,NA
2021-10-11,Dauphin,163,113,226,NA,NA
2022-05-26,Fulton,1,1,NA,NA,NA
2022-05-26,Greene,7,6,2,12,NA
2022-05-26,Huntingdon,NA,2,3,31,NA
2022-05-26,Indiana,6,13,5,37,NA
2021-03-02,Carbon,157,248,NA,NA,NA
2022-05-26,Juniata,NA,3,1,4,NA
2021-07-03,Butler,32,55,NA,NA,NA
2022-05-26,Lawrence,12,15,6,33,NA
2022-05-26,Lebanon,19,17,27,68,NA
2021-05-22,Lackawanna,310,420,NA,NA,NA
2022-05-26,Lycoming,5,15,24,98,NA
2022-05-26,McKean,4,7,8,16,NA
2022-11-15,Philadelphia,369,250,293,NA,1174
2022-05-26,Mifflin,3,2,5,46,NA
2021-02-02,Chester,697,409,NA,NA,NA
2022-05-26,Montour,3,2,2,24,NA
2021-04-30,York,1182,2888,NA,NA,NA
2022-05-26,Northumberland,7,4,11,69,NA
2022-11-12,Montgomery,22,14,NA,NA,1084
2022-05-26,Pike,8,3,14,17,NA
2022-05-26,Potter,2,4,1,9,NA
2022-05-26,Schuylkill,9,13,22,100,NA
2022-05-26,Snyder,1,NA,4,42,NA
2021-04-17,Perry,293,809,NA,NA,NA
2022-05-26,Sullivan,2,NA,2,14,NA
2022-05-26,Susquehanna,2,3,5,12,NA
2021-01-19,Montgomery,2297,1227,NA,NA,NA
2022-05-26,Union,2,2,5,26,NA
2022-05-26,Venango,3,3,4,34,NA
2022-05-26,Warren,1,4,6,19,NA
2022-05-26,Washington,10,20,44,126,NA
2022-05-26,Wayne,2,6,6,24,NA
2021-12-18,Cameron,4,3,26,NA,NA
2022-05-26,Wyoming,2,3,2,14,NA
2021-09-09,Philadelphia,1858,1978,258,NA,NA
2023-01-17,Lehigh,13,3,NA,NA,163
2021-04-10,Susquehanna,107,241,NA,NA,NA
2022-05-27,Armstrong,13,6,13,38,NA
2021-03-16,Venango,261,423,NA,NA,NA
2022-05-27,Berks,83,59,122,331,NA
2022-05-27,Blair,5,14,25,83,NA
2022-05-27,Bradford,10,10,8,35,NA
2021-03-10,Indiana,304,643,NA,NA,NA
2022-05-27,Cambria,9,16,16,72,NA
2022-05-27,Cameron,1,NA,1,2,NA
2021-01-13,Dauphin,356,184,NA,NA,NA
2021-11-05,Chester,901,230,2282,NA,NA
2022-05-27,Clarion,3,4,4,23,NA
2022-05-27,Clearfield,11,4,9,31,NA
2022-05-27,Clinton,3,6,7,27,NA
2022-05-27,Crawford,7,8,8,35,NA
2022-05-16,Lycoming,10,8,27,92,NA
2023-04-11,Chester,9,11,NA,NA,52
2022-05-27,Elk,2,1,1,22,NA
2022-05-27,Erie,45,34,80,229,NA
2022-05-27,Fayette,20,12,20,65,NA
2022-05-27,Forest,NA,1,1,9,NA
2022-05-19,Washington,31,28,29,174,NA
2022-05-27,Fulton,1,NA,4,9,NA
2022-05-27,Greene,6,4,4,37,NA
2022-05-27,Huntingdon,7,2,7,44,NA
2021-03-24,York,2186,1794,NA,NA,NA
2021-04-12,Dauphin,1021,1513,NA,NA,NA
2022-05-27,Juniata,3,3,5,13,NA
2022-01-19,Washington,100,83,174,NA,NA
2021-04-21,Lebanon,472,913,NA,NA,NA
2021-01-15,York,1016,95,NA,NA,NA
2021-12-23,Montour,24,3,25,NA,NA
2022-08-05,Franklin,21,12,24,51,NA
2022-07-23,Dauphin,19,23,33,82,NA
2021-07-08,Lancaster,293,274,NA,NA,NA
2022-05-27,McKean,3,5,2,18,NA
2022-05-27,Mercer,11,12,11,44,NA
2022-05-27,Mifflin,2,3,11,40,NA
2021-11-05,Schuylkill,106,92,587,NA,NA
2021-06-18,Chester,340,1001,NA,NA,NA
2022-05-27,Montour,2,2,5,21,NA
2021-12-20,Lawrence,113,34,184,NA,NA
2023-03-23,Philadelphia,66,68,50,NA,111
2022-05-27,Perry,5,6,4,20,NA
2022-05-27,Pike,5,16,21,57,NA
2022-05-27,Potter,2,NA,1,1,NA
2022-05-27,Schuylkill,14,13,18,71,NA
2022-05-27,Snyder,NA,2,4,20,NA
2022-05-27,Somerset,7,5,11,30,NA
2022-05-27,Sullivan,NA,1,2,3,NA
2022-05-27,Susquehanna,NA,1,5,19,NA
2022-05-27,Tioga,2,6,5,33,NA
2022-05-27,Venango,2,10,7,29,NA
2022-02-10,Northumberland,24,25,42,NA,NA
2023-06-14,Bradford,NA,NA,NA,NA,2
2022-05-27,Wayne,11,11,14,46,NA
2022-05-27,Wyoming,NA,8,8,21,NA
2021-11-01,Lancaster,403,223,2470,NA,NA
2023-05-24,Jefferson,1,NA,NA,NA,5
2023-04-18,Franklin,2,NA,NA,NA,16
2022-01-30,Butler,18,20,27,NA,NA
2022-05-28,Adams,6,5,5,14,NA
2021-08-10,Lehigh,387,304,NA,NA,NA
2022-05-28,Armstrong,2,7,3,11,NA
2022-05-28,Bedford,1,1,NA,2,NA
2022-05-28,Berks,27,40,48,107,NA
2022-05-28,Blair,8,4,12,21,NA
2022-05-28,Bradford,NA,NA,3,4,NA
2021-01-12,Dauphin,262,245,NA,NA,NA
2022-05-09,Lehigh,47,41,86,445,NA
2022-05-28,Cambria,5,7,8,27,NA
2022-05-28,Carbon,1,NA,11,21,NA
2022-05-28,Centre,10,7,25,49,NA
2021-07-07,Chester,245,374,NA,NA,NA
2022-05-28,Clarion,NA,1,2,3,NA
2022-05-28,Clearfield,1,2,9,4,NA
2022-05-28,Clinton,NA,NA,2,3,NA
2022-05-28,Columbia,3,4,9,12,NA
2022-05-28,Crawford,1,3,1,15,NA
2022-02-25,Westmoreland,66,62,144,NA,NA
2022-05-28,Dauphin,31,18,33,94,NA
2021-01-29,Fayette,372,168,NA,NA,NA
2022-05-28,Elk,1,2,4,2,NA
2022-05-28,Erie,10,29,30,72,NA
2022-05-28,Fayette,4,9,6,32,NA
2022-05-28,Forest,NA,1,NA,1,NA
2022-05-28,Franklin,5,6,14,64,NA
2022-05-28,Fulton,2,NA,NA,NA,NA
2022-05-28,Greene,3,NA,1,6,NA
2022-05-28,Huntingdon,NA,1,3,3,NA
2022-05-28,Jefferson,NA,3,2,5,NA
2022-05-28,Lackawanna,10,9,20,47,NA
2023-05-04,Delaware,3,NA,NA,NA,63
2022-05-28,Lawrence,2,4,2,11,NA
2022-05-28,Lebanon,8,5,20,141,NA
2021-06-13,Luzerne,51,279,NA,NA,NA
2021-12-11,Delaware,666,1455,1949,NA,NA
2022-05-28,Lycoming,4,4,13,24,NA
2022-05-28,McKean,1,3,3,8,NA
2022-05-28,Mercer,4,5,10,18,NA
2022-05-28,Mifflin,1,1,2,5,NA
2021-04-25,Pike,39,33,NA,NA,NA
2021-08-09,Erie,196,181,NA,NA,NA
2022-05-28,Montour,1,1,1,4,NA
2023-05-05,Carbon,1,1,NA,NA,5
2022-05-28,Northumberland,4,1,7,11,NA
2022-05-28,Perry,5,3,6,7,NA
2021-11-30,Lycoming,154,104,368,NA,NA
2022-05-28,Pike,5,5,5,4,NA
2022-05-28,Potter,NA,NA,2,1,NA
2022-05-28,Schuylkill,5,11,5,33,NA
2023-06-16,Montgomery,NA,2,NA,NA,75
2022-05-28,Somerset,2,3,2,11,NA
2022-05-28,Sullivan,NA,NA,1,NA,NA
2022-05-28,Susquehanna,1,1,NA,6,NA
2022-05-28,Tioga,NA,1,4,4,NA
2022-05-28,Union,1,NA,1,4,NA
2022-05-28,Venango,1,4,2,6,NA
2022-05-28,Warren,3,1,1,12,NA
2022-05-28,Washington,11,9,26,45,NA
2022-05-28,Wayne,NA,6,3,19,NA
2022-05-28,Westmoreland,18,16,39,105,NA
2022-05-28,Wyoming,2,NA,2,5,NA
2022-05-28,York,29,26,59,191,NA
2022-05-12,Bucks,85,156,114,596,NA
2022-05-29,Adams,3,NA,4,9,NA
2021-05-27,Beaver,249,351,NA,NA,NA
2022-05-29,Armstrong,2,2,3,3,NA
2022-05-29,Bedford,NA,1,3,2,NA
2022-05-29,Berks,11,13,26,40,NA
2022-05-29,Blair,3,5,1,13,NA
2022-05-29,Bradford,2,1,NA,1,NA
2022-09-17,Philadelphia,146,180,168,NA,865
2021-05-14,Northumberland,191,337,NA,NA,NA
2022-05-29,Cambria,3,3,3,1,NA
2022-02-04,Lackawanna,44,64,74,NA,NA
2022-05-14,Delaware,61,92,97,324,NA
2022-05-29,Carbon,2,1,1,7,NA
2022-05-29,Centre,4,12,15,41,NA
2021-04-10,Erie,479,757,NA,NA,NA
2022-05-29,Clarion,1,NA,1,2,NA
2022-05-29,Clearfield,3,NA,NA,6,NA
2022-05-29,Columbia,1,1,NA,5,NA
2022-05-29,Crawford,1,2,NA,8,NA
2021-08-22,Northumberland,24,34,3,NA,NA
2022-05-29,Dauphin,10,12,24,34,NA
2021-11-12,Erie,574,97,963,NA,NA
2022-05-29,Elk,NA,3,NA,3,NA
2021-07-15,Franklin,91,67,NA,NA,NA
2022-05-29,Fayette,1,3,8,15,NA
2022-05-29,Franklin,2,2,4,2,NA
2022-05-29,Greene,1,NA,2,1,NA
2022-05-29,Huntingdon,2,NA,2,NA,NA
2022-05-29,Indiana,1,NA,4,5,NA
2022-05-29,Jefferson,NA,NA,1,3,NA
2022-05-29,Lackawanna,11,2,7,26,NA
2023-03-31,Westmoreland,2,NA,NA,NA,22
2022-05-29,Lebanon,3,4,8,14,NA
2022-05-29,Lehigh,16,16,20,32,NA
2022-05-29,Lycoming,5,1,3,5,NA
2022-05-29,McKean,NA,1,NA,4,NA
2022-05-29,Mercer,4,3,1,4,NA
2022-05-29,Mifflin,NA,NA,2,2,NA
2022-05-29,Monroe,8,3,11,21,NA
2021-03-05,Westmoreland,2155,1119,NA,NA,NA
2022-05-29,Montour,1,NA,NA,NA,NA
2022-05-29,Northampton,11,14,8,41,NA
2022-05-29,Northumberland,1,2,1,4,NA
2022-05-29,Perry,1,2,NA,2,NA
2022-09-29,Cumberland,15,20,8,NA,590
2022-05-29,Pike,3,3,3,2,NA
2022-05-29,Schuylkill,1,4,4,10,NA
2022-05-29,Snyder,NA,NA,2,NA,NA
2022-05-29,Somerset,NA,1,3,NA,NA
2022-05-29,Sullivan,NA,NA,NA,2,NA
2022-05-29,Susquehanna,2,2,1,NA,NA
2022-05-29,Tioga,NA,NA,NA,1,NA
2022-05-29,Union,1,3,1,1,NA
2022-05-29,Venango,NA,NA,4,2,NA
2022-05-29,Warren,3,NA,3,3,NA
2022-05-29,Washington,10,4,22,19,NA
2022-05-29,Wayne,2,NA,2,2,NA
2022-05-29,Westmoreland,5,11,23,44,NA
2021-04-04,Washington,103,58,NA,NA,NA
2023-02-14,Franklin,6,1,NA,NA,27
2022-05-30,Adams,1,2,2,3,NA
2022-05-30,Allegheny,13,8,17,72,NA
2022-05-30,Armstrong,NA,NA,NA,4,NA
2022-05-30,Beaver,2,8,2,10,NA
2022-05-30,Berks,3,4,8,27,NA
2022-05-30,Blair,NA,NA,NA,3,NA
2022-05-30,Bradford,NA,2,NA,NA,NA
2022-05-30,Bucks,4,3,7,13,NA
2022-05-30,Butler,1,2,1,8,NA
2022-05-30,Cambria,1,2,NA,5,NA
2022-05-30,Carbon,NA,1,1,1,NA
2022-05-30,Centre,1,NA,1,14,NA
2022-05-30,Clarion,NA,NA,1,1,NA
2022-05-30,Clearfield,1,1,1,1,NA
2022-05-30,Clinton,NA,NA,NA,2,NA
2022-05-30,Columbia,NA,NA,NA,1,NA
2022-05-30,Crawford,2,NA,2,NA,NA
2022-05-30,Cumberland,2,6,9,10,NA
2021-10-15,Northumberland,44,58,125,NA,NA
2022-05-30,Elk,NA,1,NA,2,NA
2022-05-30,Erie,4,1,2,11,NA
2022-05-30,Fayette,5,4,6,14,NA
2022-05-30,Franklin,1,3,3,6,NA
2022-05-30,Huntingdon,NA,1,NA,1,NA
2022-05-30,Jefferson,1,1,NA,1,NA
2022-05-30,Juniata,NA,NA,NA,1,NA
2021-07-08,Bucks,357,451,NA,NA,NA
2022-05-30,Lackawanna,1,1,2,11,NA
2022-05-30,Lancaster,4,4,2,31,NA
2022-05-30,Lawrence,NA,3,NA,1,NA
2022-05-30,Lebanon,2,3,NA,5,NA
2022-05-30,Lehigh,3,5,5,13,NA
2022-05-30,Luzerne,2,2,2,8,NA
2022-05-30,Lycoming,NA,NA,NA,2,NA
2022-05-30,McKean,2,1,NA,6,NA
2022-05-30,Mercer,1,1,1,5,NA
2022-05-30,Mifflin,NA,1,1,1,NA
2022-05-30,Monroe,6,1,1,3,NA
2022-05-30,Montour,NA,NA,NA,1,NA
2022-01-15,Erie,149,30,250,NA,NA
2022-05-30,Perry,2,NA,NA,2,NA
2021-01-25,Berks,839,398,NA,NA,NA
2022-05-30,Pike,NA,NA,1,5,NA
2022-05-30,Schuylkill,2,2,1,7,NA
2022-05-30,Snyder,1,NA,NA,NA,NA
2022-05-30,Somerset,NA,4,1,2,NA
2022-05-30,Susquehanna,2,NA,3,NA,NA
2022-05-30,Union,NA,NA,NA,5,NA
2022-05-30,Venango,NA,1,NA,2,NA
2022-05-30,Warren,1,1,NA,1,NA
2022-05-30,Washington,3,4,3,10,NA
2022-05-30,Wayne,1,NA,1,NA,NA
2022-05-30,Westmoreland,4,1,1,12,NA
2021-02-21,Pike,12,16,NA,NA,NA
2022-05-31,Adams,2,10,19,68,NA
2022-05-31,Armstrong,2,4,5,16,NA
2022-05-31,Beaver,11,16,22,95,NA
2022-05-31,Bedford,3,2,7,12,NA
2021-08-20,Delaware,445,520,144,NA,NA
2022-05-31,Blair,7,5,4,32,NA
2022-05-31,Bradford,6,5,7,15,NA
2021-01-08,Berks,753,91,NA,NA,NA
2022-05-31,Butler,14,19,25,68,NA
2023-06-12,Allegheny,4,1,NA,NA,118
2022-05-31,Carbon,6,4,3,23,NA
2021-08-14,Lehigh,376,219,43,NA,NA
2022-05-10,Cumberland,47,50,60,211,NA
2022-05-31,Clarion,3,2,7,16,NA
2022-05-31,Clearfield,4,2,5,23,NA
2022-05-31,Clinton,1,4,9,28,NA
2022-05-31,Crawford,4,12,11,42,NA
2022-02-04,Westmoreland,60,104,136,NA,NA
2023-04-06,Adams,2,1,NA,NA,8
2022-05-31,Elk,1,2,NA,4,NA
2023-06-07,Chester,1,NA,NA,NA,39
2022-05-31,Fayette,7,4,8,63,NA
2022-05-31,Forest,3,2,1,37,NA
2022-05-31,Franklin,14,15,20,68,NA
2022-05-31,Fulton,NA,NA,NA,2,NA
2022-05-31,Greene,2,5,1,9,NA
2022-05-31,Huntingdon,10,4,2,15,NA
2022-05-31,Indiana,4,2,6,18,NA
2022-05-31,Jefferson,1,NA,1,10,NA
2022-05-31,Juniata,1,1,3,11,NA
2022-05-31,Lackawanna,9,12,29,60,NA
2021-03-07,Columbia,13,268,NA,NA,NA
2022-05-31,Lebanon,9,10,24,39,NA
2021-07-17,Luzerne,124,144,NA,NA,NA
2022-09-11,Westmoreland,NA,5,1,NA,174
2022-08-26,Lackawanna,34,31,24,48,NA
2022-05-31,McKean,4,2,1,45,NA
2023-06-15,Clinton,NA,NA,NA,NA,1
2021-10-13,Lackawanna,101,143,306,NA,NA
2022-05-31,Montour,4,3,2,9,NA
2021-03-20,Union,194,35,NA,NA,NA
2021-05-01,Wayne,83,755,NA,NA,NA
2021-08-11,Jefferson,22,12,NA,NA,NA
2022-05-31,Perry,1,3,6,8,NA
2021-05-06,Westmoreland,579,3030,NA,NA,NA
2022-05-31,Pike,2,14,13,21,NA
2022-05-31,Potter,NA,NA,NA,3,NA
2021-05-06,Lycoming,139,266,NA,NA,NA
2021-05-21,Philadelphia,3708,6017,NA,NA,NA
2022-05-31,Sullivan,NA,NA,NA,6,NA
2022-05-31,Susquehanna,2,5,2,13,NA
2021-02-10,Clearfield,579,45,NA,NA,NA
2022-05-31,Venango,3,7,5,9,NA
2022-05-31,Warren,2,2,11,10,NA
2021-04-22,Monroe,849,1111,NA,NA,NA
2022-05-31,Wyoming,4,1,6,2,NA
2021-01-04,Lycoming,400,14,NA,NA,NA
2021-12-01,Clearfield,124,62,349,NA,NA
2021-01-21,Monroe,606,97,NA,NA,NA
2022-06-01,Armstrong,6,10,11,20,NA
2022-06-01,Beaver,14,18,22,74,NA
2022-06-01,Bedford,5,4,4,11,NA
2021-05-08,Cumberland,278,610,NA,NA,NA
2022-06-01,Blair,16,27,27,67,NA
2022-06-01,Bradford,4,15,10,25,NA
2022-10-17,Lehigh,30,12,NA,NA,1017
2021-12-02,Lackawanna,268,324,959,NA,NA
2022-06-01,Cambria,5,9,16,55,NA
2021-04-14,Washington,1023,1325,NA,NA,NA
2021-01-25,Northampton,2176,687,NA,NA,NA
2022-06-01,Clarion,NA,1,2,10,NA
2022-06-01,Clearfield,14,21,18,37,NA
2022-06-01,Clinton,7,3,6,21,NA
2022-06-01,Columbia,17,12,21,51,NA
2022-06-01,Crawford,9,7,5,41,NA
2022-09-23,Lancaster,48,51,21,NA,862
2021-04-03,Philadelphia,4616,11082,NA,NA,NA
2022-06-01,Elk,NA,1,1,5,NA
2021-05-06,Adams,239,293,NA,NA,NA
2022-06-22,Westmoreland,29,26,56,143,NA
2022-06-01,Forest,NA,NA,NA,3,NA
2022-06-01,Greene,3,4,4,23,NA
2022-06-01,Huntingdon,1,1,7,28,NA
2021-10-14,Montgomery,611,374,1589,NA,NA
2022-06-01,Jefferson,4,NA,4,16,NA
2022-06-01,Juniata,1,3,5,27,NA
2022-04-07,Monroe,20,35,34,111,NA
2022-06-01,Lebanon,13,15,28,116,NA
2023-06-13,Montgomery,NA,NA,NA,NA,70
2021-03-04,York,1740,1054,NA,NA,NA
2022-10-09,Centre,1,1,NA,NA,76
2022-06-01,McKean,3,8,4,64,NA
2022-06-01,Mercer,6,12,7,40,NA
2022-06-01,Mifflin,5,1,6,28,NA
2022-02-08,Tioga,14,18,35,NA,NA
2022-06-23,Somerset,6,2,4,17,NA
2022-06-01,Montour,7,2,12,5,NA
2021-05-11,Warren,143,56,NA,NA,NA
2022-06-01,Northumberland,13,8,31,62,NA
2022-07-24,Chester,40,42,41,102,NA
2022-06-01,Pike,13,9,11,36,NA
2021-07-02,Lehigh,393,552,NA,NA,NA
2022-06-01,Snyder,1,2,5,40,NA
2022-12-05,Chester,17,15,NA,NA,604
2022-06-01,Sullivan,NA,NA,NA,1,NA
