Date,County.Name,Partially.Vaccinated,Fully.Vaccinated,First.Booster.Dose,Second.Booster.Dose,Bivalent.Booster.1
2021-07-05,Bedford,3,13,NA,NA,NA
2021-11-01,Northumberland,57,57,273,NA,NA
2021-07-05,Blair,18,36,NA,NA,NA
2021-07-05,Bradford,3,12,NA,NA,NA
2021-07-05,Bucks,215,291,NA,NA,NA
2022-09-14,Indiana,1,3,NA,NA,133
2021-07-05,Cambria,18,38,NA,NA,NA
2021-07-05,Cameron,1,NA,NA,NA,NA
2021-07-05,Carbon,11,22,NA,NA,NA
2021-07-05,Centre,40,59,NA,NA,NA
2021-07-05,Chester,191,233,NA,NA,NA
2021-07-05,Clarion,6,8,NA,NA,NA
2022-09-09,Northampton,16,13,NA,NA,292
2021-07-05,Clinton,5,24,NA,NA,NA
2021-10-26,Washington,249,143,1325,NA,NA
2021-07-05,Crawford,22,27,NA,NA,NA
2021-07-05,Cumberland,85,122,NA,NA,NA
2021-07-05,Dauphin,97,172,NA,NA,NA
2023-04-25,Franklin,NA,NA,NA,NA,17
2021-07-05,Elk,4,8,NA,NA,NA
2021-07-05,Erie,65,95,NA,NA,NA
2022-04-18,Monroe,22,23,28,133,NA
2021-07-05,Forest,1,1,NA,NA,NA
2021-07-05,Franklin,61,58,NA,NA,NA
2021-07-05,Fulton,4,4,NA,NA,NA
2021-07-05,Greene,5,13,NA,NA,NA
2021-07-05,Huntingdon,6,9,NA,NA,NA
2021-07-05,Indiana,19,21,NA,NA,NA
2021-07-05,Jefferson,9,10,NA,NA,NA
2021-07-05,Juniata,NA,5,NA,NA,NA
2023-05-20,Schuylkill,1,NA,NA,NA,3
2021-07-05,Lancaster,147,240,NA,NA,NA
2021-07-05,Lawrence,32,38,NA,NA,NA
2021-09-08,Mifflin,56,52,13,NA,NA
2021-07-05,Lycoming,17,48,NA,NA,NA
2021-07-05,McKean,7,8,NA,NA,NA
2021-07-05,Mercer,17,36,NA,NA,NA
2021-07-05,Mifflin,9,13,NA,NA,NA
2021-07-05,Monroe,75,99,NA,NA,NA
2021-07-05,Montgomery,317,409,NA,NA,NA
2021-07-05,Northumberland,32,48,NA,NA,NA
2021-07-05,Perry,6,21,NA,NA,NA
2021-07-05,Pike,37,41,NA,NA,NA
2021-07-05,Potter,2,1,NA,NA,NA
2021-07-05,Schuylkill,32,59,NA,NA,NA
2021-07-05,Snyder,3,20,NA,NA,NA
2021-07-05,Somerset,9,25,NA,NA,NA
2021-07-05,Sullivan,NA,7,NA,NA,NA
2021-07-05,Susquehanna,6,7,NA,NA,NA
2021-07-05,Tioga,6,13,NA,NA,NA
2021-07-05,Union,10,18,NA,NA,NA
2021-01-11,Blair,208,351,NA,NA,NA
2021-07-05,Warren,3,20,NA,NA,NA
2021-07-05,Washington,56,83,NA,NA,NA
2021-07-05,Wayne,15,20,NA,NA,NA
2021-07-05,Wyoming,10,28,NA,NA,NA
2022-03-09,Adams,5,3,12,NA,NA
2023-05-11,Erie,NA,NA,NA,NA,22
2021-07-06,Adams,48,72,NA,NA,NA
2021-12-06,Luzerne,361,303,1378,NA,NA
2021-07-06,Armstrong,30,54,NA,NA,NA
2021-07-06,Beaver,55,124,NA,NA,NA
2021-07-06,Bedford,9,22,NA,NA,NA
2022-05-23,Butler,18,27,31,85,NA
2021-07-06,Blair,40,121,NA,NA,NA
2021-07-06,Bradford,9,31,NA,NA,NA
2021-06-03,Lackawanna,201,511,NA,NA,NA
2021-01-23,Beaver,166,98,NA,NA,NA
2021-07-06,Cambria,47,93,NA,NA,NA
2021-02-27,Mercer,153,1615,NA,NA,NA
2021-07-06,Carbon,28,68,NA,NA,NA
2021-01-30,Delaware,1395,535,NA,NA,NA
2022-04-26,Montour,4,NA,2,14,NA
2021-07-06,Clarion,11,11,NA,NA,NA
2021-07-06,Clearfield,26,47,NA,NA,NA
2021-07-06,Clinton,4,15,NA,NA,NA
2021-07-06,Crawford,30,53,NA,NA,NA
2022-11-03,Allegheny,103,91,NA,NA,2934
2021-07-06,Dauphin,213,249,NA,NA,NA
2021-10-18,Armstrong,26,28,43,NA,NA
2021-04-15,Lancaster,2611,3376,NA,NA,NA
2021-07-06,Erie,196,279,NA,NA,NA
2021-07-06,Fayette,47,63,NA,NA,NA
2021-07-06,Forest,NA,4,NA,NA,NA
2022-07-26,Erie,43,42,32,123,NA
2021-07-06,Fulton,4,2,NA,NA,NA
2021-07-06,Greene,13,14,NA,NA,NA
2021-07-06,Huntingdon,10,11,NA,NA,NA
2021-12-10,Susquehanna,37,14,127,NA,NA
2021-07-06,Jefferson,15,9,NA,NA,NA
2021-07-06,Juniata,7,3,NA,NA,NA
2021-11-15,Indiana,50,24,172,NA,NA
2021-07-06,Lancaster,230,356,NA,NA,NA
2021-07-06,Lawrence,23,44,NA,NA,NA
2021-04-22,Carbon,227,620,NA,NA,NA
2023-06-15,Cumberland,NA,NA,NA,NA,9
2021-07-06,Lycoming,21,48,NA,NA,NA
2021-07-06,McKean,15,23,NA,NA,NA
2021-07-06,Mifflin,10,15,NA,NA,NA
2022-01-25,Clinton,10,18,22,NA,NA
2021-04-22,Lancaster,2312,4012,NA,NA,NA
2021-07-06,Montour,6,10,NA,NA,NA
2021-12-21,Lawrence,115,61,181,NA,NA
2021-07-06,Perry,36,49,NA,NA,NA
2022-02-05,Bucks,191,223,343,NA,NA
2021-07-06,Pike,29,46,NA,NA,NA
2021-07-06,Potter,3,1,NA,NA,NA
2021-07-06,Schuylkill,77,115,NA,NA,NA
2021-07-06,Snyder,14,14,NA,NA,NA
2021-02-28,Washington,130,87,NA,NA,NA
2021-07-06,Sullivan,2,5,NA,NA,NA
2022-05-27,Chester,107,118,241,499,NA
2021-07-06,Tioga,19,26,NA,NA,NA
2021-07-06,Union,11,19,NA,NA,NA
2021-07-06,Venango,16,28,NA,NA,NA
2021-07-06,Warren,9,12,NA,NA,NA
2021-07-06,Washington,103,183,NA,NA,NA
2021-07-06,Wayne,39,33,NA,NA,NA
2021-01-15,Butler,256,76,NA,NA,NA
2021-07-06,Wyoming,15,20,NA,NA,NA
2021-04-17,Lancaster,1978,4290,NA,NA,NA
2021-07-07,Adams,60,99,NA,NA,NA
2021-11-20,Union,58,6,76,NA,NA
2023-06-25,Monroe,NA,NA,NA,NA,1
2021-07-07,Bedford,14,24,NA,NA,NA
2022-05-16,Beaver,15,21,27,129,NA
2021-10-13,Luzerne,205,172,398,NA,NA
2021-07-07,Bradford,15,39,NA,NA,NA
2021-04-27,Luzerne,1158,815,NA,NA,NA
2021-07-07,Butler,90,152,NA,NA,NA
2021-07-07,Cameron,NA,1,NA,NA,NA
2021-07-07,Carbon,38,53,NA,NA,NA
2021-10-08,Chester,325,234,822,NA,NA
2021-07-07,Clarion,5,11,NA,NA,NA
2021-01-28,Armstrong,368,114,NA,NA,NA
2021-07-07,Clinton,11,19,NA,NA,NA
2021-07-07,Crawford,38,51,NA,NA,NA
2021-01-20,Cumberland,549,287,NA,NA,NA
2021-11-20,Dauphin,697,72,584,NA,NA
2021-07-07,Delaware,365,660,NA,NA,NA
2021-07-07,Elk,12,21,NA,NA,NA
2021-07-07,Erie,100,158,NA,NA,NA
2021-07-07,Fayette,53,64,NA,NA,NA
2021-07-07,Forest,NA,1,NA,NA,NA
2021-07-07,Fulton,3,7,NA,NA,NA
2021-07-07,Greene,17,28,NA,NA,NA
2021-07-07,Huntingdon,13,10,NA,NA,NA
2021-07-07,Indiana,29,23,NA,NA,NA
2022-11-05,Westmoreland,6,4,NA,NA,240
2021-07-07,Juniata,5,26,NA,NA,NA
2021-03-15,Wyoming,68,110,NA,NA,NA
2022-02-07,Berks,138,211,207,NA,NA
2022-07-03,Bucks,24,15,30,28,NA
2021-07-07,Lycoming,31,48,NA,NA,NA
2021-07-07,McKean,8,11,NA,NA,NA
2022-07-19,Luzerne,69,32,35,128,NA
2021-07-07,Mifflin,44,82,NA,NA,NA
2021-07-07,Monroe,111,145,NA,NA,NA
2021-07-07,Montour,3,13,NA,NA,NA
2021-07-07,Northampton,218,381,NA,NA,NA
2021-07-07,Northumberland,51,64,NA,NA,NA
2022-06-10,Washington,28,20,38,95,NA
2021-07-07,Pike,25,43,NA,NA,NA
2021-07-07,Potter,3,3,NA,NA,NA
2021-07-07,Snyder,23,15,NA,NA,NA
2021-07-07,Somerset,16,26,NA,NA,NA
2021-07-07,Sullivan,4,2,NA,NA,NA
2021-07-07,Susquehanna,9,13,NA,NA,NA
2021-07-07,Tioga,12,10,NA,NA,NA
2021-07-07,Union,22,10,NA,NA,NA
2021-07-07,Venango,15,17,NA,NA,NA
2021-07-07,Warren,8,19,NA,NA,NA
2021-07-07,Washington,63,113,NA,NA,NA
2021-07-07,Wayne,46,28,NA,NA,NA
2021-07-07,Westmoreland,144,224,NA,NA,NA
2021-07-07,Wyoming,12,29,NA,NA,NA
2021-12-21,Venango,47,32,110,NA,NA
2021-01-11,York,874,249,NA,NA,NA
2021-07-08,Adams,39,51,NA,NA,NA
2021-07-08,Armstrong,30,31,NA,NA,NA
2022-03-08,Lancaster,87,77,151,NA,NA
2021-07-08,Bradford,17,36,NA,NA,NA
2022-08-19,Lancaster,73,70,92,126,NA
2021-07-08,Cambria,41,80,NA,NA,NA
2021-07-08,Cameron,2,1,NA,NA,NA
2021-07-08,Carbon,36,36,NA,NA,NA
2021-07-08,Centre,38,85,NA,NA,NA
2021-07-08,Clarion,17,29,NA,NA,NA
2021-07-08,Clearfield,28,40,NA,NA,NA
2021-07-08,Clinton,6,21,NA,NA,NA
2021-07-08,Columbia,12,27,NA,NA,NA
2021-07-08,Crawford,33,49,NA,NA,NA
2023-05-12,Perry,NA,NA,NA,NA,3
2021-07-08,Dauphin,140,283,NA,NA,NA
2021-02-27,Crawford,971,102,NA,NA,NA
2021-07-08,Elk,16,14,NA,NA,NA
2021-07-08,Erie,104,145,NA,NA,NA
2021-07-08,Fayette,45,69,NA,NA,NA
2021-07-08,Forest,1,3,NA,NA,NA
2022-12-17,Delaware,6,4,NA,NA,449
2021-07-08,Fulton,6,11,NA,NA,NA
2021-07-08,Greene,8,7,NA,NA,NA
2021-07-08,Huntingdon,18,31,NA,NA,NA
2021-07-08,Indiana,23,42,NA,NA,NA
2021-07-08,Jefferson,15,30,NA,NA,NA
2021-07-08,Juniata,15,37,NA,NA,NA
2021-07-08,Lackawanna,87,153,NA,NA,NA
2021-04-29,Beaver,410,557,NA,NA,NA
2021-07-08,Lawrence,37,46,NA,NA,NA
2021-07-08,Lebanon,54,79,NA,NA,NA
2021-05-26,York,1125,1496,NA,NA,NA
2021-07-08,Lycoming,42,90,NA,NA,NA
2021-07-08,McKean,21,149,NA,NA,NA
2021-07-08,Mercer,38,53,NA,NA,NA
2021-07-08,Mifflin,13,13,NA,NA,NA
2021-11-04,Washington,183,103,915,NA,NA
2022-02-20,Bucks,55,95,127,NA,NA
2021-07-08,Montour,3,11,NA,NA,NA
2022-07-07,Monroe,18,13,10,26,NA
2021-07-08,Perry,28,41,NA,NA,NA
2021-07-08,Potter,16,13,NA,NA,NA
2022-08-15,Lehigh,57,31,61,71,NA
2021-07-08,Snyder,16,26,NA,NA,NA
2021-07-08,Somerset,29,37,NA,NA,NA
2021-07-08,Susquehanna,6,19,NA,NA,NA
2021-07-08,Tioga,9,26,NA,NA,NA
2021-07-08,Union,16,10,NA,NA,NA
2021-07-08,Venango,16,17,NA,NA,NA
2021-07-08,Warren,10,25,NA,NA,NA
2021-05-05,Lehigh,901,1877,NA,NA,NA
2021-07-08,Wayne,14,70,NA,NA,NA
2021-07-08,Westmoreland,141,181,NA,NA,NA
2021-07-08,Wyoming,7,14,NA,NA,NA
2021-02-11,Venango,294,271,NA,NA,NA
2021-09-25,Westmoreland,132,97,224,NA,NA
2022-09-29,Snyder,1,NA,NA,NA,44
2021-07-09,Armstrong,24,44,NA,NA,NA
2021-07-09,Beaver,63,158,NA,NA,NA
2021-07-09,Bedford,27,41,NA,NA,NA
2021-07-09,Blair,56,64,NA,NA,NA
2021-07-09,Bradford,19,19,NA,NA,NA
2023-06-19,Armstrong,NA,NA,NA,NA,1
2021-07-09,Cambria,55,72,NA,NA,NA
2021-07-09,Cameron,NA,1,NA,NA,NA
2021-05-22,Columbia,195,227,NA,NA,NA
2021-07-09,Centre,58,74,NA,NA,NA
2023-06-19,Dauphin,NA,NA,NA,NA,9
2021-07-09,Clarion,11,13,NA,NA,NA
2023-01-12,Monroe,6,1,NA,NA,59
2021-07-09,Clinton,9,14,NA,NA,NA
2021-07-09,Columbia,69,111,NA,NA,NA
2021-07-09,Crawford,30,39,NA,NA,NA
2021-10-14,Beaver,97,83,223,NA,NA
2021-03-16,Beaver,530,1101,NA,NA,NA
2021-04-02,Wyoming,147,65,NA,NA,NA
2021-07-09,Elk,12,16,NA,NA,NA
2021-02-13,Lawrence,135,38,NA,NA,NA
2021-07-09,Fayette,39,62,NA,NA,NA
2021-07-09,Forest,1,6,NA,NA,NA
2021-07-09,Franklin,82,120,NA,NA,NA
2021-07-09,Fulton,9,10,NA,NA,NA
2021-07-09,Greene,10,34,NA,NA,NA
2021-07-09,Huntingdon,35,48,NA,NA,NA
2021-07-09,Indiana,23,35,NA,NA,NA
2021-07-09,Juniata,5,9,NA,NA,NA
2021-04-30,Monroe,774,993,NA,NA,NA
2023-01-08,Delaware,4,2,NA,NA,176
2021-04-22,Snyder,144,265,NA,NA,NA
2022-03-10,Warren,5,5,15,NA,NA
2022-05-27,Butler,33,28,71,234,NA
2023-05-17,Crawford,NA,NA,NA,NA,4
2021-07-09,Lycoming,45,69,NA,NA,NA
2021-07-09,McKean,21,8,NA,NA,NA
2021-07-09,Mercer,47,47,NA,NA,NA
2021-07-09,Mifflin,11,12,NA,NA,NA
2021-07-07,Blair,40,64,NA,NA,NA
2022-06-24,Luzerne,36,23,31,91,NA
2021-07-09,Northumberland,81,145,NA,NA,NA
2021-07-09,Perry,20,34,NA,NA,NA
2022-10-18,Montour,1,1,NA,NA,59
2021-07-09,Pike,29,46,NA,NA,NA
2021-07-09,Potter,7,5,NA,NA,NA
2021-07-09,Schuylkill,96,102,NA,NA,NA
2021-07-09,Snyder,17,27,NA,NA,NA
2021-07-09,Sullivan,6,5,NA,NA,NA
2021-11-05,Cumberland,460,161,1063,NA,NA
2021-07-09,Tioga,22,24,NA,NA,NA
2021-07-09,Union,19,41,NA,NA,NA
2021-07-09,Venango,23,73,NA,NA,NA
2021-07-09,Warren,10,24,NA,NA,NA
2021-05-09,Delaware,266,748,NA,NA,NA
2021-07-09,Wyoming,16,27,NA,NA,NA
2021-05-12,Mercer,87,386,NA,NA,NA
2021-07-10,Adams,41,31,NA,NA,NA
2021-06-28,Westmoreland,98,176,NA,NA,NA
2021-07-10,Armstrong,29,36,NA,NA,NA
2021-12-21,Lancaster,717,393,1993,NA,NA
2021-07-10,Bedford,8,6,NA,NA,NA
2021-11-05,Lehigh,554,231,2076,NA,NA
2021-07-10,Blair,24,33,NA,NA,NA
2021-07-10,Bradford,8,7,NA,NA,NA
2022-10-04,Northumberland,2,3,NA,NA,139
2021-07-10,Butler,59,63,NA,NA,NA
2021-07-10,Cambria,29,36,NA,NA,NA
2021-07-10,Carbon,20,31,NA,NA,NA
2021-07-10,Centre,29,42,NA,NA,NA
2021-07-10,Clarion,3,4,NA,NA,NA
2021-07-10,Clinton,2,13,NA,NA,NA
2021-07-10,Columbia,12,29,NA,NA,NA
2021-07-10,Crawford,21,18,NA,NA,NA
2021-07-10,Dauphin,120,251,NA,NA,NA
2021-07-10,Delaware,316,487,NA,NA,NA
2021-07-10,Elk,11,6,NA,NA,NA
2021-07-10,Erie,76,114,NA,NA,NA
2021-07-10,Fayette,27,42,NA,NA,NA
2021-07-10,Forest,1,4,NA,NA,NA
2021-07-10,Franklin,39,106,NA,NA,NA
2021-07-10,Fulton,NA,1,NA,NA,NA
2021-07-10,Greene,5,3,NA,NA,NA
2021-07-10,Huntingdon,5,7,NA,NA,NA
2021-07-10,Indiana,13,24,NA,NA,NA
2021-07-10,Jefferson,11,2,NA,NA,NA
2021-07-10,Juniata,5,7,NA,NA,NA
2022-12-14,Northampton,17,5,NA,NA,301
2021-03-01,Northampton,575,813,NA,NA,NA
2021-07-10,Lawrence,28,24,NA,NA,NA
2021-05-26,Westmoreland,370,668,NA,NA,NA
2021-07-10,Luzerne,102,194,NA,NA,NA
2021-07-10,Lycoming,30,53,NA,NA,NA
2021-07-10,McKean,10,11,NA,NA,NA
2021-07-10,Mercer,18,27,NA,NA,NA
2021-07-10,Mifflin,7,9,NA,NA,NA
2021-02-10,Bucks,2172,1935,NA,NA,NA
2021-07-10,Montour,2,7,NA,NA,NA
2021-07-10,Northampton,158,179,NA,NA,NA
2021-07-10,Northumberland,17,40,NA,NA,NA
2021-07-10,Perry,25,28,NA,NA,NA
2022-11-09,Union,2,1,NA,NA,78
2021-07-10,Pike,22,34,NA,NA,NA
2021-07-10,Potter,2,3,NA,NA,NA
2023-02-09,Westmoreland,3,1,NA,NA,31
2021-07-10,Snyder,12,30,NA,NA,NA
2021-07-10,Somerset,10,5,NA,NA,NA
2021-07-10,Sullivan,NA,2,NA,NA,NA
2021-07-10,Susquehanna,13,16,NA,NA,NA
2021-07-10,Tioga,9,17,NA,NA,NA
2021-07-10,Union,5,14,NA,NA,NA
2021-07-10,Venango,17,16,NA,NA,NA
2021-07-10,Warren,2,3,NA,NA,NA
2022-05-24,Allegheny,215,212,340,1191,NA
2021-07-10,Wayne,20,99,NA,NA,NA
2021-07-10,Westmoreland,87,136,NA,NA,NA
2021-07-10,Wyoming,11,10,NA,NA,NA
2021-07-10,York,204,280,NA,NA,NA
2021-12-02,Northampton,290,384,1071,NA,NA
2021-07-11,Adams,10,11,NA,NA,NA
2021-07-11,Allegheny,159,244,NA,NA,NA
2021-07-11,Armstrong,3,3,NA,NA,NA
2021-07-11,Beaver,31,29,NA,NA,NA
2021-07-11,Bedford,3,2,NA,NA,NA
2021-07-11,Berks,102,146,NA,NA,NA
2021-07-11,Blair,8,8,NA,NA,NA
2021-07-11,Bradford,5,2,NA,NA,NA
2021-07-11,Bucks,154,198,NA,NA,NA
2021-07-11,Butler,16,33,NA,NA,NA
2021-12-17,Northampton,428,204,1698,NA,NA
2021-07-11,Carbon,2,8,NA,NA,NA
2021-07-11,Centre,16,15,NA,NA,NA
2021-07-11,Chester,115,169,NA,NA,NA
2021-07-11,Clarion,4,5,NA,NA,NA
2021-07-11,Clearfield,9,2,NA,NA,NA
2021-07-11,Clinton,5,4,NA,NA,NA
2021-07-11,Columbia,6,3,NA,NA,NA
2021-07-11,Crawford,9,11,NA,NA,NA
2021-07-11,Cumberland,40,59,NA,NA,NA
2021-07-11,Dauphin,66,76,NA,NA,NA
2021-07-11,Elk,3,5,NA,NA,NA
2021-07-11,Erie,46,73,NA,NA,NA
2021-07-11,Fayette,20,27,NA,NA,NA
2021-07-11,Forest,2,NA,NA,NA,NA
2021-07-11,Franklin,22,19,NA,NA,NA
2021-07-11,Greene,1,5,NA,NA,NA
2021-07-11,Huntingdon,7,10,NA,NA,NA
2021-07-11,Indiana,6,9,NA,NA,NA
2021-07-11,Jefferson,1,3,NA,NA,NA
2021-07-11,Lackawanna,44,48,NA,NA,NA
2021-07-11,Lawrence,17,16,NA,NA,NA
2021-07-11,Lebanon,15,22,NA,NA,NA
2021-07-11,Lehigh,76,93,NA,NA,NA
2021-09-24,Beaver,101,116,100,NA,NA
2021-07-11,Lycoming,13,16,NA,NA,NA
2021-07-11,McKean,3,2,NA,NA,NA
2021-07-11,Mercer,9,15,NA,NA,NA
2021-07-11,Mifflin,4,7,NA,NA,NA
2021-07-11,Montgomery,195,244,NA,NA,NA
2021-07-11,Montour,4,1,NA,NA,NA
2021-07-11,Northampton,60,59,NA,NA,NA
2021-07-11,Northumberland,16,19,NA,NA,NA
2021-07-11,Perry,1,3,NA,NA,NA
2021-11-08,Lackawanna,456,88,773,NA,NA
2021-07-11,Pike,6,14,NA,NA,NA
2021-07-11,Potter,NA,4,NA,NA,NA
2022-01-11,Butler,158,133,286,NA,NA
2021-07-11,Snyder,7,7,NA,NA,NA
2021-07-11,Somerset,8,10,NA,NA,NA
2021-07-11,Susquehanna,NA,2,NA,NA,NA
2021-07-11,Tioga,4,7,NA,NA,NA
2021-07-11,Union,10,10,NA,NA,NA
2021-07-11,Venango,NA,8,NA,NA,NA
2021-07-11,Warren,2,7,NA,NA,NA
2021-07-11,Washington,32,34,NA,NA,NA
2021-07-11,Wayne,3,11,NA,NA,NA
2021-07-11,Westmoreland,33,53,NA,NA,NA
2021-07-11,Wyoming,4,3,NA,NA,NA
2021-04-27,Montgomery,4886,4576,NA,NA,NA
2023-03-24,Chester,13,10,NA,NA,81
2021-07-12,Adams,23,30,NA,NA,NA
2021-07-12,Armstrong,15,21,NA,NA,NA
2021-07-12,Beaver,40,102,NA,NA,NA
2021-07-12,Bedford,4,12,NA,NA,NA
2021-07-12,Blair,47,53,NA,NA,NA
2021-07-12,Bradford,12,18,NA,NA,NA
2021-07-12,Butler,66,89,NA,NA,NA
2021-07-12,Cambria,48,47,NA,NA,NA
2021-07-12,Cameron,6,4,NA,NA,NA
2021-07-12,Carbon,14,25,NA,NA,NA
2021-07-12,Centre,34,56,NA,NA,NA
2022-09-16,Cambria,2,7,NA,NA,266
2021-07-12,Clarion,5,8,NA,NA,NA
2021-07-12,Clearfield,24,24,NA,NA,NA
2021-07-12,Clinton,14,15,NA,NA,NA
2021-07-12,Columbia,28,38,NA,NA,NA
2021-07-12,Crawford,32,46,NA,NA,NA
2021-07-12,Cumberland,97,136,NA,NA,NA
2023-03-08,Montgomery,20,10,NA,NA,126
2021-02-01,Butler,712,273,NA,NA,NA
2021-07-12,Elk,3,1,NA,NA,NA
2021-07-12,Erie,110,150,NA,NA,NA
2021-07-12,Fayette,37,56,NA,NA,NA
2021-07-12,Forest,2,2,NA,NA,NA
2021-07-12,Franklin,51,68,NA,NA,NA
2021-07-12,Fulton,3,1,NA,NA,NA
2021-07-12,Greene,13,13,NA,NA,NA
2021-07-12,Huntingdon,7,15,NA,NA,NA
2021-07-12,Indiana,9,15,NA,NA,NA
2021-07-12,Jefferson,13,13,NA,NA,NA
2021-07-12,Juniata,6,8,NA,NA,NA
2021-09-13,Allegheny,792,900,275,NA,NA
2021-10-25,Greene,16,8,47,NA,NA
2021-07-12,Lawrence,36,32,NA,NA,NA
2021-07-12,Lebanon,33,59,NA,NA,NA
2021-07-12,Luzerne,157,226,NA,NA,NA
2021-07-12,McKean,8,9,NA,NA,NA
2021-07-12,Mercer,40,34,NA,NA,NA
2021-07-12,Mifflin,13,29,NA,NA,NA
2021-07-12,Monroe,87,148,NA,NA,NA
2021-05-10,Mifflin,16,50,NA,NA,NA
2021-07-12,Montour,10,15,NA,NA,NA
2022-08-30,Dauphin,29,18,25,33,NA
2023-06-06,Clinton,NA,NA,NA,NA,3
2021-07-12,Perry,13,15,NA,NA,NA
2021-07-12,Philadelphia,873,1246,NA,NA,NA
2021-07-12,Pike,36,34,NA,NA,NA
2021-07-12,Potter,2,2,NA,NA,NA
2021-07-12,Schuylkill,59,58,NA,NA,NA
2021-07-12,Snyder,17,22,NA,NA,NA
2021-07-12,Somerset,28,23,NA,NA,NA
2021-07-12,Sullivan,1,1,NA,NA,NA
2021-07-12,Susquehanna,12,16,NA,NA,NA
2021-07-12,Tioga,7,17,NA,NA,NA
2021-07-12,Union,13,21,NA,NA,NA
2021-07-12,Venango,22,20,NA,NA,NA
2021-07-12,Warren,13,14,NA,NA,NA
2021-03-18,Wayne,174,230,NA,NA,NA
2021-07-12,Wayne,27,18,NA,NA,NA
2021-07-12,Westmoreland,89,95,NA,NA,NA
2021-07-12,Wyoming,10,30,NA,NA,NA
2021-01-09,Carbon,77,24,NA,NA,NA
2023-06-21,Delaware,1,NA,NA,NA,49
2021-07-13,Adams,35,53,NA,NA,NA
2021-11-08,Luzerne,358,146,1217,NA,NA
2021-07-13,Armstrong,41,41,NA,NA,NA
2021-07-13,Beaver,60,98,NA,NA,NA
2021-07-13,Bedford,15,13,NA,NA,NA
2021-07-13,Blair,48,63,NA,NA,NA
2021-07-13,Bradford,19,26,NA,NA,NA
2021-05-29,Washington,124,184,NA,NA,NA
2021-07-13,Cambria,62,75,NA,NA,NA
2021-07-13,Cameron,1,NA,NA,NA,NA
2021-12-04,Montour,13,144,22,NA,NA
2021-05-07,Lebanon,195,577,NA,NA,NA
2021-07-13,Clarion,9,14,NA,NA,NA
2021-07-13,Clearfield,25,35,NA,NA,NA
2021-07-13,Clinton,19,16,NA,NA,NA
2021-07-13,Columbia,24,47,NA,NA,NA
2021-07-13,Crawford,23,45,NA,NA,NA
2021-07-13,Cumberland,160,240,NA,NA,NA
2021-07-13,Delaware,327,442,NA,NA,NA
2021-07-13,Elk,9,13,NA,NA,NA
2022-11-19,Bucks,11,7,NA,NA,561
2021-07-13,Fayette,40,43,NA,NA,NA
2021-07-13,Forest,NA,1,NA,NA,NA
2021-07-13,Franklin,71,62,NA,NA,NA
2021-07-13,Fulton,NA,1,NA,NA,NA
2021-07-13,Greene,13,12,NA,NA,NA
2021-07-13,Huntingdon,13,14,NA,NA,NA
2021-05-07,Beaver,282,377,NA,NA,NA
2021-07-13,Juniata,5,16,NA,NA,NA
2021-07-13,Lackawanna,121,145,NA,NA,NA
2022-05-10,Lehigh,39,29,51,200,NA
2021-07-13,Lebanon,111,147,NA,NA,NA
2022-11-19,Lackawanna,3,3,NA,NA,119
2021-05-01,Montgomery,2399,4568,NA,NA,NA
2021-07-13,Lycoming,49,110,NA,NA,NA
2021-07-13,McKean,12,19,NA,NA,NA
2021-07-13,Mercer,35,67,NA,NA,NA
2021-07-13,Mifflin,10,9,NA,NA,NA
2023-06-24,Luzerne,NA,1,NA,NA,4
2022-05-27,Northampton,36,46,102,321,NA
2021-07-13,Montour,5,4,NA,NA,NA
2021-07-13,Northampton,231,226,NA,NA,NA
2023-05-25,Monroe,NA,NA,NA,NA,26
2021-07-13,Perry,15,28,NA,NA,NA
2021-01-21,Beaver,403,30,NA,NA,NA
2021-07-13,Pike,23,36,NA,NA,NA
2021-07-13,Potter,9,5,NA,NA,NA
2021-07-13,Schuylkill,66,108,NA,NA,NA
2021-07-13,Snyder,10,19,NA,NA,NA
2021-07-13,Somerset,22,26,NA,NA,NA
2021-07-13,Sullivan,3,1,NA,NA,NA
2021-07-13,Susquehanna,12,11,NA,NA,NA
2021-07-13,Tioga,20,27,NA,NA,NA
2021-07-13,Union,12,10,NA,NA,NA
2021-07-13,Venango,10,24,NA,NA,NA
2021-07-13,Warren,7,14,NA,NA,NA
2021-01-23,Erie,491,181,NA,NA,NA
2022-07-06,Northampton,74,14,21,97,NA
2022-02-10,York,114,155,277,NA,NA
2021-07-13,Wyoming,12,10,NA,NA,NA
2022-05-28,Beaver,7,4,14,39,NA
2022-01-11,Erie,197,85,507,NA,NA
2023-05-16,Wyoming,NA,NA,NA,NA,1
2021-08-04,Cumberland,280,143,NA,NA,NA
2022-12-09,Delaware,32,53,NA,NA,643
2021-07-14,Beaver,76,72,NA,NA,NA
2021-07-14,Bedford,14,13,NA,NA,NA
2021-07-14,Blair,66,56,NA,NA,NA
2021-07-14,Bradford,19,49,NA,NA,NA
2021-02-04,Mifflin,203,29,NA,NA,NA
2022-11-07,Philadelphia,382,263,329,NA,1452
2021-07-14,Cambria,42,58,NA,NA,NA
2021-07-14,Cameron,5,5,NA,NA,NA
2021-07-14,Carbon,37,24,NA,NA,NA
2021-07-14,Centre,52,54,NA,NA,NA
2022-01-20,Berks,288,267,636,NA,NA
2021-07-14,Clarion,13,8,NA,NA,NA
2021-07-14,Clearfield,21,85,NA,NA,NA
2021-07-14,Clinton,22,14,NA,NA,NA
