Election Name,County Name,Office Name,District Name,Party Name,Candidate Name,Votes,Yes Votes,No Votes,Election Day Votes,ElectionDay Yes Votes,Election Day No Votes,Mail Votes,Mail Yes Votes,Mail No Votes,Provisional Votes,Provisional Yes Votes,Provisional No Votes
2024 Presidential Election,McKEAN,United States Senator,Statewide,Democratic,ROBERT P CASEY JR,"5,231",0,0,"3,555",0,0,"1,651",0,0,25,0,0
2024 Presidential Election,McKEAN,United States Senator,Statewide,Republican,DAVE MCCORMICK,"13,799",0,0,"11,794",0,0,"1,960",0,0,45,0,0
2024 Presidential Election,MERCER,President of the United States,Statewide,Democratic,KAMALA D HARRIS,"20,145",0,0,"13,215",0,0,"6,807",0,0,123,0,0
2024 Presidential Election,MERCER,President of the United States,Statewide,Republican,DONALD J TRUMP,"37,761",0,0,"30,716",0,0,"6,845",0,0,200,0,0
2024 Presidential Election,MERCER,United States Senator,Statewide,Democratic,ROBERT P CASEY JR,"20,302",0,0,"13,420",0,0,"6,756",0,0,126,0,0
2024 Presidential Election,MERCER,United States Senator,Statewide,Republican,DAVE MCCORMICK,"36,468",0,0,"29,535",0,0,"6,747",0,0,186,0,0
2024 Presidential Election,MIFFLIN,President of the United States,Statewide,Democratic,KAMALA D HARRIS,"4,735",0,0,"2,716",0,0,"1,989",0,0,30,0,0
2024 Presidential Election,MIFFLIN,President of the United States,Statewide,Republican,DONALD J TRUMP,"17,184",0,0,"14,255",0,0,"2,829",0,0,100,0,0
2024 Presidential Election,MIFFLIN,United States Senator,Statewide,Democratic,ROBERT P CASEY JR,"4,991",0,0,"2,950",0,0,"2,008",0,0,33,0,0
2024 Presidential Election,MIFFLIN,United States Senator,Statewide,Republican,DAVE MCCORMICK,"16,413",0,0,"13,609",0,0,"2,711",0,0,93,0,0
2024 Presidential Election,MONROE,President of the United States,Statewide,Democratic,KAMALA D HARRIS,"42,007",0,0,"23,358",0,0,"18,148",0,0,501,0,0
2024 Presidential Election,MONROE,President of the United States,Statewide,Republican,DONALD J TRUMP,"42,676",0,0,"31,765",0,0,"10,515",0,0,396,0,0
2024 Presidential Election,MONROE,United States Senator,Statewide,Democratic,ROBERT P CASEY JR,"41,701",0,0,"23,222",0,0,"17,981",0,0,498,0,0
2024 Presidential Election,MONROE,United States Senator,Statewide,Republican,DAVE MCCORMICK,"40,872",0,0,"30,292",0,0,"10,225",0,0,355,0,0
2024 Presidential Election,MONTGOMERY,President of the United States,Statewide,Democratic,KAMALA D HARRIS,"317,103",0,0,"187,364",0,0,"127,018",0,0,"2,721",0,0
2024 Presidential Election,MONTGOMERY,President of the United States,Statewide,Republican,DONALD J TRUMP,"198,311",0,0,"152,478",0,0,"44,411",0,0,"1,422",0,0
2024 Presidential Election,MONTGOMERY,United States Senator,Statewide,Democratic,ROBERT P CASEY JR,"311,859",0,0,"184,625",0,0,"124,583",0,0,"2,651",0,0
2024 Presidential Election,MONTGOMERY,United States Senator,Statewide,Republican,DAVE MCCORMICK,"196,422",0,0,"149,916",0,0,"45,135",0,0,"1,371",0,0
2024 Presidential Election,MONTOUR,President of the United States,Statewide,Democratic,KAMALA D HARRIS,"3,862",0,0,"2,351",0,0,"1,469",0,0,42,0,0
2024 Presidential Election,MONTOUR,President of the United States,Statewide,Republican,DONALD J TRUMP,"5,944",0,0,"4,790",0,0,"1,126",0,0,28,0,0
2024 Presidential Election,MONTOUR,United States Senator,Statewide,Democratic,ROBERT P CASEY JR,"3,813",0,0,"2,341",0,0,"1,436",0,0,36,0,0
2024 Presidential Election,MONTOUR,United States Senator,Statewide,Republican,DAVE MCCORMICK,"5,847",0,0,"4,690",0,0,"1,127",0,0,30,0,0
2024 Presidential Election,NORTHAMPTON,President of the United States,Statewide,Democratic,KAMALA D HARRIS,"86,655",0,0,"47,531",0,0,"37,732",0,0,"1,392",0,0
2024 Presidential Election,NORTHAMPTON,President of the United States,Statewide,Republican,DONALD J TRUMP,"89,817",0,0,"66,942",0,0,"21,653",0,0,"1,222",0,0
2024 Presidential Election,NORTHAMPTON,United States Senator,Statewide,Democratic,ROBERT P CASEY JR,"84,762",0,0,"46,234",0,0,"37,234",0,0,"1,294",0,0
2024 Presidential Election,NORTHAMPTON,United States Senator,Statewide,Republican,DAVE MCCORMICK,"85,787",0,0,"63,508",0,0,"21,163",0,0,"1,116",0,0
2024 Presidential Election,NORTHUMBERLAND,President of the United States,Statewide,Democratic,KAMALA D HARRIS,"12,863",0,0,"8,680",0,0,"4,081",0,0,102,0,0
2024 Presidential Election,NORTHUMBERLAND,President of the United States,Statewide,Republican,DONALD J TRUMP,"30,240",0,0,"25,474",0,0,"4,562",0,0,204,0,0
2024 Presidential Election,NORTHUMBERLAND,United States Senator,Statewide,Democratic,ROBERT P CASEY JR,"13,432",0,0,"9,203",0,0,"4,123",0,0,106,0,0
2024 Presidential Election,NORTHUMBERLAND,United States Senator,Statewide,Republican,DAVE MCCORMICK,"28,706",0,0,"24,174",0,0,"4,344",0,0,188,0,0
2024 Presidential Election,PERRY,President of the United States,Statewide,Democratic,KAMALA D HARRIS,"6,385",0,0,"4,064",0,0,"2,292",0,0,29,0,0
2024 Presidential Election,PERRY,President of the United States,Statewide,Republican,DONALD J TRUMP,"19,073",0,0,"16,146",0,0,"2,872",0,0,55,0,0
2024 Presidential Election,PERRY,United States Senator,Statewide,Democratic,ROBERT P CASEY JR,"6,470",0,0,"4,156",0,0,"2,285",0,0,29,0,0
2024 Presidential Election,PERRY,United States Senator,Statewide,Republican,DAVE MCCORMICK,"18,355",0,0,"15,523",0,0,"2,783",0,0,49,0,0
2024 Presidential Election,PHILADELPHIA,President of the United States,Statewide,Democratic,KAMALA D HARRIS,"568,571",0,0,"388,223",0,0,"170,390",0,0,"9,958",0,0
2024 Presidential Election,PHILADELPHIA,President of the United States,Statewide,Republican,DONALD J TRUMP,"144,311",0,0,"118,451",0,0,"23,922",0,0,"1,938",0,0
2024 Presidential Election,PHILADELPHIA,United States Senator,Statewide,Democratic,ROBERT P CASEY JR,"541,567",0,0,"366,221",0,0,"166,272",0,0,"9,074",0,0
2024 Presidential Election,PHILADELPHIA,United States Senator,Statewide,Republican,DAVE MCCORMICK,"129,098",0,0,"104,849",0,0,"22,601",0,0,"1,648",0,0
2024 Presidential Election,PIKE,President of the United States,Statewide,Democratic,KAMALA D HARRIS,"13,132",0,0,"5,881",0,0,"7,120",0,0,131,0,0
2024 Presidential Election,PIKE,President of the United States,Statewide,Republican,DONALD J TRUMP,"21,537",0,0,"13,594",0,0,"7,710",0,0,233,0,0
2024 Presidential Election,PIKE,United States Senator,Statewide,Democratic,ROBERT P CASEY JR,"12,909",0,0,"5,781",0,0,"6,999",0,0,129,0,0
2024 Presidential Election,PIKE,United States Senator,Statewide,Republican,DAVE MCCORMICK,"20,869",0,0,"13,090",0,0,"7,559",0,0,220,0,0
2024 Presidential Election,POTTER,President of the United States,Statewide,Democratic,KAMALA D HARRIS,"1,675",0,0,"1,054",0,0,617,0,0,4,0,0
2024 Presidential Election,POTTER,President of the United States,Statewide,Republican,DONALD J TRUMP,"7,334",0,0,"6,123",0,0,"1,194",0,0,17,0,0
2024 Presidential Election,POTTER,United States Senator,Statewide,Democratic,ROBERT P CASEY JR,"1,695",0,0,"1,094",0,0,597,0,0,4,0,0
2024 Presidential Election,POTTER,United States Senator,Statewide,Republican,DAVE MCCORMICK,"7,109",0,0,"5,910",0,0,"1,183",0,0,16,0,0
2024 Presidential Election,SCHUYLKILL,President of the United States,Statewide,Democratic,KAMALA D HARRIS,"20,882",0,0,"13,674",0,0,"7,072",0,0,136,0,0
2024 Presidential Election,SCHUYLKILL,President of the United States,Statewide,Republican,DONALD J TRUMP,"51,665",0,0,"43,942",0,0,"7,502",0,0,221,0,0
2024 Presidential Election,SCHUYLKILL,United States Senator,Statewide,Democratic,ROBERT P CASEY JR,"22,224",0,0,"14,897",0,0,"7,186",0,0,141,0,0
2024 Presidential Election,SCHUYLKILL,United States Senator,Statewide,Republican,DAVE MCCORMICK,"48,553",0,0,"41,259",0,0,"7,094",0,0,200,0,0
2024 Presidential Election,SNYDER,President of the United States,Statewide,Democratic,KAMALA D HARRIS,"5,239",0,0,"3,255",0,0,"1,934",0,0,50,0,0
2024 Presidential Election,SNYDER,President of the United States,Statewide,Republican,DONALD J TRUMP,"14,664",0,0,"12,145",0,0,"2,454",0,0,65,0,0
2024 Presidential Election,SNYDER,United States Senator,Statewide,Democratic,ROBERT P CASEY JR,"5,309",0,0,"3,365",0,0,"1,900",0,0,44,0,0
2024 Presidential Election,SNYDER,United States Senator,Statewide,Republican,DAVE MCCORMICK,"14,211",0,0,"11,723",0,0,"2,423",0,0,65,0,0
2024 Presidential Election,SOMERSET,President of the United States,Statewide,Democratic,KAMALA D HARRIS,"8,596",0,0,"5,543",0,0,"3,019",0,0,34,0,0
2024 Presidential Election,SOMERSET,President of the United States,Statewide,Republican,DONALD J TRUMP,"31,993",0,0,"27,536",0,0,"4,356",0,0,101,0,0
2024 Presidential Election,SOMERSET,United States Senator,Statewide,Democratic,ROBERT P CASEY JR,"9,057",0,0,"5,968",0,0,"3,053",0,0,36,0,0
2024 Presidential Election,SOMERSET,United States Senator,Statewide,Republican,DAVE MCCORMICK,"30,662",0,0,"26,383",0,0,"4,184",0,0,95,0,0
2024 Presidential Election,SULLIVAN,President of the United States,Statewide,Democratic,KAMALA D HARRIS,976,0,0,645,0,0,327,0,0,4,0,0
2024 Presidential Election,SULLIVAN,President of the United States,Statewide,Republican,DONALD J TRUMP,"2,721",0,0,"2,279",0,0,432,0,0,10,0,0
2024 Presidential Election,SULLIVAN,United States Senator,Statewide,Democratic,ROBERT P CASEY JR,"1,021",0,0,687,0,0,329,0,0,5,0,0
2024 Presidential Election,SULLIVAN,United States Senator,Statewide,Republican,DAVE MCCORMICK,"2,612",0,0,"2,183",0,0,420,0,0,9,0,0
2024 Presidential Election,SUSQUEHANNA,President of the United States,Statewide,Democratic,KAMALA D HARRIS,"6,093",0,0,"3,711",0,0,"2,337",0,0,45,0,0
2024 Presidential Election,SUSQUEHANNA,President of the United States,Statewide,Republican,DONALD J TRUMP,"16,114",0,0,"13,067",0,0,"2,904",0,0,143,0,0
2024 Presidential Election,SUSQUEHANNA,United States Senator,Statewide,Democratic,ROBERT P CASEY JR,"6,128",0,0,"3,770",0,0,"2,310",0,0,48,0,0
2024 Presidential Election,SUSQUEHANNA,United States Senator,Statewide,Republican,DAVE MCCORMICK,"15,547",0,0,"12,577",0,0,"2,845",0,0,125,0,0
2024 Presidential Election,TIOGA,President of the United States,Statewide,Democratic,KAMALA D HARRIS,"5,100",0,0,"3,323",0,0,"1,757",0,0,20,0,0
2024 Presidential Election,TIOGA,President of the United States,Statewide,Republican,DONALD J TRUMP,"16,272",0,0,"13,718",0,0,"2,505",0,0,49,0,0
2024 Presidential Election,TIOGA,United States Senator,Statewide,Democratic,ROBERT P CASEY JR,"5,066",0,0,"3,327",0,0,"1,715",0,0,24,0,0
2024 Presidential Election,TIOGA,United States Senator,Statewide,Republican,DAVE MCCORMICK,"15,778",0,0,"13,300",0,0,"2,433",0,0,45,0,0
2024 Presidential Election,UNION,President of the United States,Statewide,Democratic,KAMALA D HARRIS,"8,015",0,0,"4,993",0,0,"2,953",0,0,69,0,0
2024 Presidential Election,UNION,President of the United States,Statewide,Republican,DONALD J TRUMP,"12,969",0,0,"10,298",0,0,"2,560",0,0,111,0,0
2024 Presidential Election,UNION,United States Senator,Statewide,Democratic,ROBERT P CASEY JR,"7,872",0,0,"4,891",0,0,"2,918",0,0,63,0,0
2024 Presidential Election,UNION,United States Senator,Statewide,Republican,DAVE MCCORMICK,"12,747",0,0,"10,118",0,0,"2,527",0,0,102,0,0
2024 Presidential Election,VENANGO,President of the United States,Statewide,Democratic,KAMALA D HARRIS,"7,624",0,0,"4,717",0,0,"2,806",0,0,101,0,0
2024 Presidential Election,VENANGO,President of the United States,Statewide,Republican,DONALD J TRUMP,"18,883",0,0,"15,910",0,0,"2,833",0,0,140,0,0
2024 Presidential Election,VENANGO,United States Senator,Statewide,Democratic,ROBERT P CASEY JR,"7,902",0,0,"5,007",0,0,"2,796",0,0,99,0,0
2024 Presidential Election,VENANGO,United States Senator,Statewide,Republican,DAVE MCCORMICK,"17,825",0,0,"14,982",0,0,"2,709",0,0,134,0,0
2024 Presidential Election,WARREN,President of the United States,Statewide,Democratic,KAMALA D HARRIS,"6,212",0,0,"3,983",0,0,"2,197",0,0,32,0,0
2024 Presidential Election,WARREN,President of the United States,Statewide,Republican,DONALD J TRUMP,"14,345",0,0,"12,173",0,0,"2,122",0,0,50,0,0
2024 Presidential Election,WARREN,United States Senator,Statewide,Democratic,ROBERT P CASEY JR,"6,415",0,0,"4,185",0,0,"2,202",0,0,28,0,0
2024 Presidential Election,WARREN,United States Senator,Statewide,Republican,DAVE MCCORMICK,"13,655",0,0,"11,575",0,0,"2,031",0,0,49,0,0
2024 Presidential Election,WASHINGTON,President of the United States,Statewide,Democratic,KAMALA D HARRIS,"44,910",0,0,"27,742",0,0,"16,929",0,0,239,0,0
2024 Presidential Election,WASHINGTON,President of the United States,Statewide,Republican,DONALD J TRUMP,"75,929",0,0,"63,414",0,0,"12,171",0,0,344,0,0
2024 Presidential Election,WASHINGTON,United States Senator,Statewide,Democratic,ROBERT P CASEY JR,"45,926",0,0,"28,763",0,0,"16,915",0,0,248,0,0
2024 Presidential Election,WASHINGTON,United States Senator,Statewide,Republican,DAVE MCCORMICK,"71,798",0,0,"59,657",0,0,"11,831",0,0,310,0,0
2024 Presidential Election,WAYNE,President of the United States,Statewide,Democratic,KAMALA D HARRIS,"9,150",0,0,"5,047",0,0,"4,058",0,0,45,0,0
2024 Presidential Election,WAYNE,President of the United States,Statewide,Republican,DONALD J TRUMP,"20,071",0,0,"14,991",0,0,"4,931",0,0,149,0,0
2024 Presidential Election,WAYNE,United States Senator,Statewide,Democratic,ROBERT P CASEY JR,"9,385",0,0,"5,284",0,0,"4,057",0,0,44,0,0
2024 Presidential Election,WAYNE,United States Senator,Statewide,Republican,DAVE MCCORMICK,"19,331",0,0,"14,403",0,0,"4,788",0,0,140,0,0
2024 Presidential Election,WESTMORELAND,President of the United States,Statewide,Democratic,KAMALA D HARRIS,"74,904",0,0,"44,718",0,0,"29,800",0,0,386,0,0
2024 Presidential Election,WESTMORELAND,President of the United States,Statewide,Republican,DONALD J TRUMP,"135,008",0,0,"110,249",0,0,"24,161",0,0,598,0,0
2024 Presidential Election,WESTMORELAND,United States Senator,Statewide,Democratic,ROBERT P CASEY JR,"76,004",0,0,"45,982",0,0,"29,651",0,0,371,0,0
2024 Presidential Election,WESTMORELAND,United States Senator,Statewide,Republican,DAVE MCCORMICK,"128,040",0,0,"103,986",0,0,"23,490",0,0,564,0,0
2024 Presidential Election,WYOMING,President of the United States,Statewide,Democratic,KAMALA D HARRIS,"4,680",0,0,"2,939",0,0,"1,719",0,0,22,0,0
2024 Presidential Election,WYOMING,President of the United States,Statewide,Republican,DONALD J TRUMP,"10,222",0,0,"8,560",0,0,"1,623",0,0,39,0,0
2024 Presidential Election,WYOMING,United States Senator,Statewide,Democratic,ROBERT P CASEY JR,"4,750",0,0,"3,036",0,0,"1,689",0,0,25,0,0
2024 Presidential Election,WYOMING,United States Senator,Statewide,Republican,DAVE MCCORMICK,"9,917",0,0,"8,268",0,0,"1,616",0,0,35,0,0
2024 Presidential Election,YORK,President of the United States,Statewide,Democratic,KAMALA D HARRIS,"91,926",0,0,"55,238",0,0,"35,072",0,0,"1,616",0,0
2024 Presidential Election,YORK,President of the United States,Statewide,Republican,DONALD J TRUMP,"154,884",0,0,"125,588",0,0,"27,601",0,0,"1,695",0,0
2024 Presidential Election,YORK,United States Senator,Statewide,Democratic,ROBERT P CASEY JR,"91,779",0,0,"55,794",0,0,"34,416",0,0,"1,569",0,0
2024 Presidential Election,YORK,United States Senator,Statewide,Republican,DAVE MCCORMICK,"148,098",0,0,"119,596",0,0,"26,943",0,0,"1,559",0,0
